tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,solver_status,solve_time_s,oracle_feasible,oracle_near_feasible,oracle_max_alpha_miss_rad,oracle_max_q_miss_radps,oracle_alpha_violation_duration_s,first_alpha_violation_time_s,first_alpha_violation_side,actuator_tau_prediction_s,objective_value,oracle_trajectory_csv,oracle_metrics_json
stress,18,10073,1.2289362146249683,0.8904853002843562,1.0901480230629623,0.7782260897764129,0.6605211926672429,0.5,0.006724353335653904,0.0009819205024587721,0.00742218125894552,-0.05130484444300084,0.06384102098690674,-0.0024916553066323902,-4094.7255962242434,slack_oracle,Solve_Succeeded,0.2346653329441324,False,False,0.0737314157890098,0.0,37.0,4.0,high,0.9105211926672429,9914286.951744037,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_018/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_018/oracle_metrics.json
stress,19,10074,1.1686194740754903,1.197072184874164,1.315775439579345,1.3899363884744338,0.2764832856885641,0.5,0.005223174260304792,0.002174959482399838,0.0036267500384379574,-0.007336838052661127,0.03820168258892452,-0.00913228959287995,-4049.2724666509357,slack_oracle,Solve_Succeeded,0.11013275000732392,True,True,0.0,0.0,0.0,,none,0.5264832856885642,39.46122648199961,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_019/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_019/oracle_metrics.json
stress,20,10075,0.8812884936376777,1.2239901007926093,1.1159296458891712,1.2855229697843973,0.5854907118510863,1.5,0.003226207014192266,0.0018704968294441955,0.005177701407803485,-0.069892627574243,0.04375493692839475,-0.03449184005786885,2659.5947786226443,slack_oracle,Solve_Succeeded,0.11119979107752442,True,True,0.0,0.0,0.0,,none,1.3354907118510861,73.51538755826084,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_020/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_020/oracle_metrics.json
stress,21,10076,1.095706586646958,1.051509144371917,1.0249693040876564,1.2164245040936432,0.4876262972470093,1.5,0.0014391897054722171,0.0029891643613186372,0.006249209971339932,-0.030746906209156436,0.05763738298838999,-0.011072584105835503,2782.028912690412,slack_oracle,Solve_Succeeded,0.21677016699686646,False,False,0.04792194217863688,0.0,28.0,5.0,high,1.2376262972470093,3342183.3210063553,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_021/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_021/oracle_metrics.json
stress,22,10077,0.9552074929670727,0.7479706285519162,0.8930510953330396,1.2918532680312296,0.1444616208536915,1.0,0.004001203782674152,0.0009045231331410499,0.004723597453121965,-0.03127441036035443,0.06240095803358317,-0.007822714576914703,5215.6779022646915,slack_oracle,Solve_Succeeded,0.24008116696495563,False,False,0.06839707647691098,0.0,36.0,4.0,high,0.6444616208536915,8236676.021697936,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_022/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_022/oracle_metrics.json
stress,23,10078,1.0608583416625799,1.1443157773685213,1.2343940864997367,0.9462675180401711,0.5747736721148857,1.0,0.006694972358792541,0.0023749578871333976,0.00789599313011026,-0.030545782601063387,0.05803086862416189,-0.041761717027675706,4900.988485966242,slack_oracle,Solve_Succeeded,0.21578766603488475,False,False,0.049615341239621635,0.0,29.0,5.0,high,1.0747736721148857,3649891.8185815555,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_023/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_023/oracle_metrics.json
stress,24,10079,0.8245741425196464,1.119409789340177,0.8514195738511041,0.8169376489088912,0.37690347448805994,1.5,0.003099367871872374,0.0029187517149968454,0.004646544945171574,-0.02437853260458742,0.06311124912565717,-0.004480442747276381,6315.351539672236,slack_oracle,Solve_Succeeded,0.2535165409790352,False,False,0.0717944186274995,0.0,37.0,4.0,high,1.12690347448806,9341561.074492533,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_024/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_024/oracle_metrics.json
stress,25,10080,0.8407982401158711,0.9167424601577376,0.9337384378516862,1.1934744911188138,0.37060610036564845,0.5,0.007154170478902929,0.0022332901865596776,0.004489132843702663,-0.06957983898860363,0.055539643822847914,0.01929752497859846,6174.223173044991,slack_oracle,Solve_Succeeded,0.2027232089312747,False,False,0.03693781135556917,0.0,24.0,6.0,high,0.6206061003656484,1707991.615638881,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_025/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_025/oracle_metrics.json
stress,26,10081,1.2080646950938145,1.1905295787216925,0.625725032661163,1.177637957583433,0.19882742693306846,1.5,0.0034748622284410005,0.0038156995766484196,0.006839475428014536,-0.009283123188411502,0.05233062942494008,-0.013873133743669608,-6455.619350209719,slack_oracle,Solve_Succeeded,0.1879956250777468,False,False,0.026580888239393224,0.0,21.0,5.0,high,0.9488274269330684,764839.4033307799,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_026/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_026/oracle_metrics.json
stress,27,10082,1.0463638868028173,1.0303046107625784,1.0018624335599065,0.9250169208158904,0.4954593936389574,1.0,0.0018735386120460247,0.003519651040181559,0.003353074591719383,-0.05470399900834917,0.022576599382230743,-0.03353036199620355,-1959.08520922275,slack_oracle,Solve_Succeeded,0.17162279097829014,False,False,0.04031962285596376,0.0,13.0,28.0,low,0.9954593936389574,746416.2511865521,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_027/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_027/oracle_metrics.json
stress,28,10083,0.9414267420532418,1.0886835044713135,1.311983112619897,0.7630708861620805,0.13987239840286533,1.0,0.0012868352321833288,0.002322933956244203,0.004786829380271123,-0.055180638364394005,0.032681881321233945,0.03845647404818159,1166.6600286802363,slack_oracle,Solve_Succeeded,0.10983929201029241,True,True,0.0,0.0,0.0,,none,0.6398723984028654,44.720622170384964,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_028/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_028/oracle_metrics.json
stress,29,10084,0.7226008916475201,1.2334865462077331,0.6316720031356039,1.362030763758921,0.5872891189611414,1.0,0.00465879688241293,0.0036309150994771637,0.006927215628781542,-0.0022816826190450584,0.031931584730148975,-0.0053086773896627755,3198.0334754242203,slack_oracle,Solve_Succeeded,0.10990341601427644,True,True,0.0,0.0,0.0,,none,1.0872891189611416,44.84090670655574,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_029/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_029/oracle_metrics.json
