tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,rms_alpha_error_rad,max_alpha_error_rad,rms_pitch_rate_error_radps,control_effort_abs_rad_s,flap_saturation_fraction,flap_rate_saturation_fraction,alpha_violation_count,pitch_rate_violation_count,solver_failure,unstable_response,failure_label,residual_gain,use_residual_model,use_tightened_corridor,trajectory_csv,metrics_json
moderate,3,58,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,residual_corrected_nmpc,0.03682521195036118,0.07746894545256552,0.048233305493153876,51.76075447280245,0.0,0.0529595015576324,21,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_003/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_003/residual_corrected_nmpc/metrics.json
moderate,3,58,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,residual_corrected_tightened_nmpc,0.03534641713963794,0.07746894545254965,0.04858907027581042,52.135778405558796,0.0,0.07476635514018691,21,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_003/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_003/residual_corrected_tightened_nmpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,nominal_nmpc,0.06476011575174628,0.10180640179222414,0.039203011582399715,46.82898260778194,0.0,0.16199376947040497,103,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/nominal_nmpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,residual_corrected_nmpc,0.06484583634530794,0.1018267565657221,0.03918120735948073,46.52193726769155,0.0,0.1588785046728972,103,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/residual_corrected_nmpc/metrics.json
moderate,4,59,1.0263241475999092,1.0978198504596506,0.8467775120989001,0.9509718434702744,0.06519182255015281,0.0,1.745874008911086e-05,0.0014589760408944903,0.00031099084968804126,-0.02196446416086214,0.04507563176598882,0.008256747261127528,-1953.0550355784214,residual_corrected_tightened_nmpc,0.06281856793862173,0.10182293461603087,0.03976175545199345,49.05436444089949,0.0,0.16510903426791276,103,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_004/residual_corrected_tightened_nmpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,nominal_nmpc,0.04200354669268512,0.08584403491522549,0.04747185212923734,49.9417243171913,0.0,0.09034267912772585,31,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/nominal_nmpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,residual_corrected_nmpc,0.042359536742167456,0.08584403491522305,0.04734913074988291,49.94523902387571,0.0,0.09034267912772585,31,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/residual_corrected_nmpc/metrics.json
moderate,5,60,0.9472851438103829,0.8581439175685014,0.8218883549768894,1.1961966085206186,0.3021514856561525,1.0,0.002904553797721493,0.0014873038666191403,0.0011797634968893586,-0.040412614765709766,0.050130858041308214,-0.01917497838311747,339.20421081160555,residual_corrected_tightened_nmpc,0.04095580177577788,0.08584403491522116,0.04775842727333268,51.81821390337122,0.0,0.059190031152647975,31,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_005/residual_corrected_tightened_nmpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,nominal_nmpc,0.04589218934179882,0.08554521328447146,0.04630096269205513,48.40389396829002,0.0,0.14953271028037382,30,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/nominal_nmpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,residual_corrected_nmpc,0.046203138359865024,0.08554521328447284,0.04625067813546157,48.86832890331235,0.0,0.14953271028037382,30,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/residual_corrected_nmpc/metrics.json
moderate,6,61,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,residual_corrected_tightened_nmpc,0.04187676811731776,0.08554521328447023,0.04719806957440099,48.790691930682044,0.0,0.16510903426791276,30,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_006/residual_corrected_tightened_nmpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,nominal_nmpc,0.054334177753563015,0.09548190109093016,0.045407341060540875,48.182451781926936,0.0,0.14330218068535824,38,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/nominal_nmpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,residual_corrected_nmpc,0.054688890453495134,0.09548190109093005,0.04534756458564121,49.15810649705905,0.0,0.13707165109034267,38,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/residual_corrected_nmpc/metrics.json
moderate,7,62,1.0327960500573494,1.0743319912045537,1.112278953735189,0.9151421317114131,0.24263274437772925,0.5,0.0015409049665688031,0.001310924831518817,0.0024801614615146002,-0.042927603471438924,0.053090159356097025,-0.0191536012615999,-1423.905416998581,residual_corrected_tightened_nmpc,0.048810259627896924,0.09548190109092966,0.046470023402400064,49.22024315932859,0.0,0.14018691588785046,38,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_007/residual_corrected_tightened_nmpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,nominal_nmpc,0.06011139065955691,0.09150130770852669,0.04068106845277196,45.29782793793836,0.0,0.08411214953271028,82,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/nominal_nmpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,residual_corrected_nmpc,0.06023739969181352,0.09153085854533388,0.04065201803962281,45.20495591226667,0.0,0.08722741433021806,82,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/residual_corrected_nmpc/metrics.json
moderate,8,63,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,residual_corrected_tightened_nmpc,0.05738751792151259,0.09151940827764565,0.041364462179586364,50.289024659976995,0.0,0.12149532710280374,82,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_008/residual_corrected_tightened_nmpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,nominal_nmpc,0.04563956442781751,0.06674319651374486,0.04384275760400526,47.93995994366705,0.0,0.09034267912772585,0,0,False,False,success,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/nominal_nmpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,residual_corrected_nmpc,0.04582754019351101,0.06681422990041475,0.043802091371963954,48.39649789846936,0.0,0.08411214953271028,0,0,False,False,success,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/residual_corrected_nmpc/metrics.json
moderate,9,64,1.1330480358221209,1.0070018887422227,0.8262843749716177,0.9274235112624596,0.30044609995951377,1.0,0.0029560957500721105,0.0009380721776113753,0.000451621436160318,-0.04898561862990772,0.04491250406958837,0.0022242335183021524,968.9782197362363,residual_corrected_tightened_nmpc,0.04206810930045384,0.06681422986163435,0.044593870738875635,50.14058331788531,0.0,0.102803738317757,0,0,False,False,success,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_009/residual_corrected_tightened_nmpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,nominal_nmpc,0.03694537148839591,0.0601757609917635,0.04548747714496025,51.64780955831256,0.0,0.04984423676012461,0,0,False,False,success,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/nominal_nmpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,residual_corrected_nmpc,0.03709512503614805,0.060198903164080664,0.04544157861308639,51.80884038486315,0.0,0.0529595015576324,0,0,False,False,success,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/residual_corrected_nmpc/metrics.json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,residual_corrected_tightened_nmpc,0.0356469384313359,0.060188094711581375,0.04591993922202052,52.40662178243242,0.0,0.07165109034267912,0,0,False,False,success,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_010/residual_corrected_tightened_nmpc/metrics.json
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.00030848479803221776,0.0006562873235056894,0.001380134036191736,-0.02273632069936974,0.05238554387091182,0.0011889161663444536,-1809.8046884581565,nominal_nmpc,0.055668089441203855,0.09327803779142571,0.044452483797413775,47.9466290406848,0.0,0.10903426791277258,36,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/nominal_nmpc/metrics.json
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.00030848479803221776,0.0006562873235056894,0.001380134036191736,-0.02273632069936974,0.05238554387091182,0.0011889161663444536,-1809.8046884581565,residual_corrected_nmpc,0.055940306236691446,0.09327803779142599,0.044401983928429284,48.212307301928476,0.0,0.1059190031152648,36,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/residual_corrected_nmpc/metrics.json
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.00030848479803221776,0.0006562873235056894,0.001380134036191736,-0.02273632069936974,0.05238554387091182,0.0011889161663444536,-1809.8046884581565,residual_corrected_tightened_nmpc,0.05141923863734549,0.09327803779142546,0.0453364664866249,49.56108323099977,0.0,0.11526479750778816,36,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_011/residual_corrected_tightened_nmpc/metrics.json
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737953,0.0005329510920348585,0.00026554965141795784,-0.022633174516965053,0.04101814378974161,-0.019519453129244125,1586.2498674008762,nominal_nmpc,0.045126305738691835,0.07519151336220631,0.042747025915620095,48.92619314959199,0.0,0.056074766355140186,30,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/nominal_nmpc/metrics.json
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737953,0.0005329510920348585,0.00026554965141795784,-0.022633174516965053,0.04101814378974161,-0.019519453129244125,1586.2498674008762,residual_corrected_nmpc,0.045353245851413065,0.075220870837825,0.042699673599514945,49.023336436633905,0.0,0.059190031152647975,30,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/residual_corrected_nmpc/metrics.json
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737953,0.0005329510920348585,0.00026554965141795784,-0.022633174516965053,0.04101814378974161,-0.019519453129244125,1586.2498674008762,residual_corrected_tightened_nmpc,0.04255450457598783,0.07521411811778056,0.04344604629469853,51.6446156835424,0.0,0.0778816199376947,30,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_012/residual_corrected_tightened_nmpc/metrics.json
moderate,13,68,0.9953100174539699,1.1044978823659257,1.0694089087940948,1.0504963097063043,0.34153615576448204,1.0,0.0003907120550084717,0.0007890702151280241,0.0018365108228233394,-0.04466830271818796,0.03982358572394496,0.009962517695321185,2230.4093558581844,nominal_nmpc,0.04450605145887744,0.07370997121291509,0.042564001684570064,49.32789586420826,0.0,0.0778816199376947,23,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/nominal_nmpc/metrics.json
moderate,13,68,0.9953100174539699,1.1044978823659257,1.0694089087940948,1.0504963097063043,0.34153615576448204,1.0,0.0003907120550084717,0.0007890702151280241,0.0018365108228233394,-0.04466830271818796,0.03982358572394496,0.009962517695321185,2230.4093558581844,residual_corrected_nmpc,0.04466563759946851,0.07374124616604769,0.042539439979990205,49.792123015298486,0.0,0.07476635514018691,24,0,False,False,alpha_corridor_violation,1.0,True,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/residual_corrected_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/residual_corrected_nmpc/metrics.json
moderate,13,68,0.9953100174539699,1.1044978823659257,1.0694089087940948,1.0504963097063043,0.34153615576448204,1.0,0.0003907120550084717,0.0007890702151280241,0.0018365108228233394,-0.04466830271818796,0.03982358572394496,0.009962517695321185,2230.4093558581844,residual_corrected_tightened_nmpc,0.04169828371634006,0.0737393491175396,0.04320224751149128,50.97560341985467,0.0,0.09345794392523364,24,0,False,False,alpha_corridor_violation,1.0,True,True,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/residual_corrected_tightened_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_013/residual_corrected_tightened_nmpc/metrics.json
moderate,14,69,1.0241117125647023,1.0080556107458336,1.1459846635147866,1.0939041651242745,0.16680469402583797,1.0,0.0016339043283467127,0.0006561236469276164,2.535331373743066e-05,-0.02964578879090854,0.052276271674726246,0.00823710896096232,2310.546642572015,nominal_nmpc,0.043328990537287435,0.09871520752120183,0.051217403964474134,50.75989187459993,0.0,0.04672897196261682,46,0,False,False,alpha_corridor_violation,0.0,False,False,outputs/phase12_learning_augmented_mpc/moderate/scenario_014/nominal_nmpc/trajectory.csv,outputs/phase12_learning_augmented_mpc/moderate/scenario_014/nominal_nmpc/metrics.json
