tier,controller,scenario_id,failure_label,success,needed_alpha_corridor_expansion_rad,needed_q_corridor_expansion_radps,alpha_violation_duration_s,q_violation_duration_s,first_alpha_violation_time_s,first_q_violation_time_s,flap_saturation_fraction,flap_rate_saturation_fraction,initial_alpha_error_rad,initial_q_error_radps,actuator_lag_s,actuator_delay_s,density_scale,cm_delta_scale,external_disturbance_moment_nm,rms_alpha_error_rad,max_alpha_error_rad
moderate,nominal_nmpc,15,alpha_corridor_violation,False,0.0633428568000324,0.0,74.5,0.0,44.0,,0.0,0.059190031152647975,-0.0430049512073594,0.0368592338721738,0.2591213218274266,0.5,0.9642204535645428,0.9288757304983914,-1648.6330462802107,0.0820005789474048,0.1333428568000324
moderate,nominal_nmpc,16,alpha_corridor_violation,False,0.024332691089260478,0.0,19.0,0.0,6.0,,0.0,0.07476635514018691,-0.0488351885534954,0.05271283543694,0.0714603504227117,0.0,0.9260241032311908,1.104394623500175,-930.9857138338969,0.0507676454284318,0.0943326910892605
moderate,nominal_nmpc,17,alpha_corridor_violation,False,0.037350763048228486,0.0,26.0,0.0,4.5,,0.0,0.04361370716510903,-0.0213922850769145,0.0547014315160136,0.2504541557655864,0.5,1.10135102034214,0.8925793022278865,917.2819730219906,0.0461833833039104,0.1073507630482285
moderate,nominal_nmpc,18,alpha_corridor_violation,False,0.03997744202714279,0.0,55.5,0.0,49.0,,0.0,0.07476635514018691,-0.0283028500466815,0.0381341179489997,0.0769619370332078,0.5,0.9977908567864578,0.9074271124815184,-235.45704685535296,0.0656113734819333,0.1099774420271428
moderate,nominal_nmpc,19,alpha_corridor_violation,False,0.002972188209146187,0.0,6.5,0.0,9.5,,0.0,0.1277258566978193,-0.0266581670407395,0.0468399196908176,0.1976933314178574,0.5,1.118313480531672,1.0705616557853193,583.4377275653063,0.0471912794096064,0.0729721882091461
moderate,nominal_nmpc,20,alpha_corridor_violation,False,0.0367061891035331,0.0,55.0,0.0,53.0,,0.0,0.13707165109034267,-0.0496219404879658,0.044816418467568,0.3266075408103212,0.5,0.9139875044578591,1.0657001810096507,-2386.670113149052,0.0665799508269914,0.1067061891035331
moderate,nominal_nmpc,21,alpha_corridor_violation,False,0.0385273156154024,0.0,55.0,0.0,50.5,,0.0,0.13395638629283488,-0.0395062865374655,0.0403368001117125,0.0273398976032734,0.0,1.0918994527472483,1.0729598965872842,-875.2161367207173,0.0659406431560784,0.1085273156154023
moderate,nominal_nmpc,22,alpha_corridor_violation,False,0.020190129731405687,0.0,27.5,0.0,6.0,,0.0,0.07476635514018691,-0.0262603129920749,0.0517234292913672,0.1115415692187238,0.5,1.085779692562748,0.8975552787813753,-1846.2608359159617,0.0558138729110184,0.0901901297314056
moderate,nominal_nmpc,23,alpha_corridor_violation,False,0.03216154225563558,0.0,24.0,0.0,5.0,,0.0,0.07165109034267912,-0.0298040714358735,0.0535547743125118,0.130317177707805,0.5,0.9756589263490966,1.007246608108957,1069.821977190234,0.0457550287091901,0.1021615422556355
moderate,nominal_nmpc,24,alpha_corridor_violation,False,0.022256955270720497,0.0,41.0,0.0,57.5,,0.0,0.1059190031152648,-0.031360551256634,0.0467851374026619,0.030615126601149,1.0,1.1258807162130564,1.1692325416008753,-1944.0632265947372,0.0597009818713379,0.0922569552707205
moderate,nominal_nmpc,25,alpha_corridor_violation,False,0.0299188915427564,0.0,22.5,0.0,5.5,,0.0,0.11214953271028037,-0.0453598963646431,0.0534098969190118,0.2049997751105231,0.5,1.070947399403036,0.8146534837506187,544.330522248232,0.043695615180622,0.0999188915427564
moderate,nominal_nmpc,26,alpha_corridor_violation,False,0.03433475402060848,0.0,23.5,0.0,5.5,,0.0,0.04984423676012461,-0.0486482167737601,0.0548698148202449,0.1555908708978215,0.5,0.9802339873316896,1.1648149276757236,-455.64376166496834,0.0499001839412666,0.1043347540206084
moderate,nominal_nmpc,27,alpha_corridor_violation,False,0.003984532372672989,0.0,8.5,0.0,9.5,,0.0,0.06853582554517133,-0.0456558464637668,0.0469130433954523,0.1430061431699841,1.0,1.1492916257155794,0.8870745597343758,1813.3132180288903,0.0409441126332241,0.073984532372673
moderate,nominal_nmpc,28,alpha_corridor_violation,False,0.0011919075564028048,0.0,4.5,0.0,10.5,,0.0,0.06230529595015576,-0.0321254907094884,0.0463524000374548,0.1199623352831415,0.5,0.9449242959553004,1.0516372919364707,972.8012383179068,0.0421830254955489,0.0711919075564028
moderate,nominal_nmpc,29,alpha_corridor_violation,False,0.030570494574717888,0.0,48.0,0.0,52.5,,0.0,0.11214953271028037,-0.0248068557504373,0.0408695148936663,0.0796096043235423,0.0,1.0696294716783743,1.099715581772791,-420.93059440356905,0.0614008529762294,0.1005704945747178
moderate,residual_corrected_nmpc,0,alpha_corridor_violation,False,0.043844727946822704,0.0,62.0,0.0,51.0,,0.0,0.1526479750778816,-0.0352671435077904,0.0433178526619218,0.172460084735908,0.5,1.099675655036485,0.8873447595370492,-2288.5715472335214,0.0711329908922655,0.1138447279468227
moderate,residual_corrected_nmpc,1,alpha_corridor_violation,False,0.0180024237694405,0.0,33.5,0.0,54.5,,0.0,0.09345794392523364,-0.0421692325423806,0.0371619126363994,0.1904742556532842,0.0,1.067837814989062,1.1923204271077104,1888.1114567916943,0.0515100198184007,0.0880024237694404
moderate,residual_corrected_nmpc,2,success,True,0.0009527962557694114,0.0,6.5,0.0,66.5,,0.0,0.11214953271028037,-0.0398876750530311,0.0403012765601704,0.1378375551764042,0.5,1.0552500109466625,1.1364934679007512,2243.631407086245,0.0441403648599815,0.0709527962557693
moderate,residual_corrected_nmpc,3,alpha_corridor_violation,False,0.007468945452565601,0.0,11.5,0.0,8.0,,0.0,0.0529595015576324,-0.0222494917690856,0.047235919833306,0.2960345266189571,1.0,0.9427035401698732,0.8972365808628847,2252.732574594433,0.0368252119503611,0.0774689454525655
moderate,residual_corrected_nmpc,4,alpha_corridor_violation,False,0.03182675656572201,0.0,52.5,0.0,54.5,,0.0,0.1588785046728972,-0.0219644641608621,0.0450756317659888,0.0651918225501528,0.0,1.0263241475999092,0.8467775120989001,-1953.0550355784217,0.0648458363453079,0.1018267565657221
moderate,residual_corrected_nmpc,5,alpha_corridor_violation,False,0.015844034915222988,0.0,16.0,0.0,7.0,,0.0,0.09034267912772585,-0.0404126147657097,0.0501308580413082,0.3021514856561525,1.0,0.9472851438103828,0.8218883549768894,339.20421081160555,0.0423595367421674,0.085844034915223
moderate,residual_corrected_nmpc,6,alpha_corridor_violation,False,0.015545213284472892,0.0,16.0,0.0,6.5,,0.0,0.14953271028037382,-0.0294364072253767,0.0499125170717424,0.1518134776062082,1.0,0.9623122848632925,1.068457241400226,365.6368989117598,0.046203138359865,0.0855452132844728
moderate,residual_corrected_nmpc,7,alpha_corridor_violation,False,0.025481901090930098,0.0,19.0,0.0,6.0,,0.0,0.13707165109034267,-0.0429276034714389,0.053090159356097,0.2426327443777292,0.5,1.0327960500573494,1.112278953735189,-1423.905416998581,0.0546888904534951,0.09548190109093
moderate,residual_corrected_nmpc,8,alpha_corridor_violation,False,0.021530858545333903,0.0,42.5,0.0,58.0,,0.0,0.08722741433021806,-0.020315401459835,0.0464437794640417,0.0701326880096414,0.5,1.0180238115686702,0.8786749505372946,-1592.455564172357,0.0602373996918135,0.0915308585453338
moderate,residual_corrected_nmpc,9,success,True,0.0,0.0,0.0,0.0,,,0.0,0.08411214953271028,-0.0489856186299077,0.0449125040695883,0.3004460999595137,1.0,1.1330480358221209,0.8262843749716177,968.9782197362364,0.045827540193511,0.0668142299004147
moderate,residual_corrected_nmpc,10,success,True,0.0,0.0,0.0,0.0,,,0.0,0.0529595015576324,-0.0496804409364293,0.0428529324127356,0.3296031176380246,0.5,0.8642174456390412,0.9499434253485176,2221.850917262168,0.037095125036148,0.0601989031640806
moderate,residual_corrected_nmpc,11,alpha_corridor_violation,False,0.02327803779142598,0.0,18.5,0.0,5.5,,0.0,0.1059190031152648,-0.0227363206993697,0.0523855438709118,0.165381683907133,1.0,1.1271201633807792,0.8291739104917131,-1809.8046884581563,0.0559403062366914,0.0932780377914259
moderate,residual_corrected_nmpc,12,alpha_corridor_violation,False,0.005220870837824992,0.0,17.5,0.0,62.5,,0.0,0.059190031152647975,-0.022633174516965,0.0410181437897416,0.2093129332072963,1.0,0.9742994499706756,1.005594014324681,1586.2498674008762,0.045353245851413,0.075220870837825
moderate,residual_corrected_nmpc,13,alpha_corridor_violation,False,0.003741246166047707,0.0,14.5,0.0,63.0,,0.0,0.07476635514018691,-0.0446683027181879,0.0398235857239449,0.341536155764482,1.0,0.99531001745397,1.0694089087940948,2230.4093558581844,0.0446656375994685,0.0737412461660476
moderate,residual_corrected_nmpc,14,alpha_corridor_violation,False,0.028715207521201186,0.0,23.5,0.0,5.5,,0.0,0.04672897196261682,-0.0296457887909085,0.0522762716747262,0.1668046940258379,1.0,1.0241117125647023,1.1459846635147866,2310.546642572015,0.043485346297673,0.0987152075212012
moderate,residual_corrected_nmpc,15,alpha_corridor_violation,False,0.06336594853763841,0.0,74.5,0.0,44.0,,0.0,0.06230529595015576,-0.0430049512073594,0.0368592338721738,0.2591213218274266,0.5,0.9642204535645428,0.9288757304983914,-1648.6330462802107,0.0820563591266163,0.1333659485376384
moderate,residual_corrected_nmpc,16,alpha_corridor_violation,False,0.024332691089260478,0.0,19.0,0.0,6.0,,0.0,0.07476635514018691,-0.0488351885534954,0.05271283543694,0.0714603504227117,0.0,0.9260241032311908,1.104394623500175,-930.9857138338969,0.0509149984372452,0.0943326910892605
moderate,residual_corrected_nmpc,17,alpha_corridor_violation,False,0.037350763048229596,0.0,26.0,0.0,4.5,,0.0,0.03115264797507788,-0.0213922850769145,0.0547014315160136,0.2504541557655864,0.5,1.10135102034214,0.8925793022278865,917.2819730219906,0.0464578685558563,0.1073507630482296
moderate,residual_corrected_nmpc,18,alpha_corridor_violation,False,0.039997630525623995,0.0,55.5,0.0,49.0,,0.0,0.0778816199376947,-0.0283028500466815,0.0381341179489997,0.0769619370332078,0.5,0.9977908567864578,0.9074271124815184,-235.45704685535296,0.0657034470484755,0.109997630525624
moderate,residual_corrected_nmpc,19,alpha_corridor_violation,False,0.002972188209136889,0.0,6.5,0.0,9.5,,0.0,0.12461059190031153,-0.0266581670407395,0.0468399196908176,0.1976933314178574,0.5,1.118313480531672,1.0705616557853193,583.4377275653063,0.0475002224383881,0.0729721882091368
moderate,residual_corrected_nmpc,20,alpha_corridor_violation,False,0.0367350516386197,0.0,55.0,0.0,53.0,,0.0,0.14953271028037382,-0.0496219404879658,0.044816418467568,0.3266075408103212,0.5,0.9139875044578591,1.0657001810096507,-2386.670113149052,0.0667072304156536,0.1067350516386198
moderate,residual_corrected_nmpc,21,alpha_corridor_violation,False,0.038571202386633,0.0,55.0,0.0,50.5,,0.0,0.14018691588785046,-0.0395062865374655,0.0403368001117125,0.0273398976032734,0.0,1.0918994527472483,1.0729598965872842,-875.2161367207173,0.0660670838678719,0.1085712023866329
moderate,residual_corrected_nmpc,22,alpha_corridor_violation,False,0.020190129731405687,0.0,28.0,0.0,6.0,,0.0,0.0778816199376947,-0.0262603129920749,0.0517234292913672,0.1115415692187238,0.5,1.085779692562748,0.8975552787813753,-1846.2608359159617,0.0560409636445265,0.0901901297314056
moderate,residual_corrected_nmpc,23,alpha_corridor_violation,False,0.03216154225563589,0.0,24.0,0.0,5.0,,0.0,0.07476635514018691,-0.0298040714358735,0.0535547743125118,0.130317177707805,0.5,0.9756589263490966,1.007246608108957,1069.821977190234,0.0460906021300911,0.1021615422556359
moderate,residual_corrected_nmpc,24,alpha_corridor_violation,False,0.02230453663014581,0.0,41.0,0.0,57.5,,0.0,0.10903426791277258,-0.031360551256634,0.0467851374026619,0.030615126601149,1.0,1.1258807162130564,1.1692325416008753,-1944.0632265947372,0.0598608307890268,0.0923045366301458
moderate,residual_corrected_nmpc,25,alpha_corridor_violation,False,0.029918891542757592,0.0,22.5,0.0,5.5,,0.0,0.11838006230529595,-0.0453598963646431,0.0534098969190118,0.2049997751105231,0.5,1.070947399403036,0.8146534837506187,544.330522248232,0.0440707516601927,0.0999188915427576
moderate,residual_corrected_nmpc,26,alpha_corridor_violation,False,0.03433475402060868,0.0,23.5,0.0,5.5,,0.0,0.059190031152647975,-0.0486482167737601,0.0548698148202449,0.1555908708978215,0.5,0.9802339873316896,1.1648149276757236,-455.64376166496834,0.0503071102448697,0.1043347540206087
moderate,residual_corrected_nmpc,27,alpha_corridor_violation,False,0.003984532372645677,0.0,8.5,0.0,9.5,,0.0,0.07165109034267912,-0.0456558464637668,0.0469130433954523,0.1430061431699841,1.0,1.1492916257155794,0.8870745597343758,1813.3132180288903,0.0412634501616048,0.0739845323726456
moderate,residual_corrected_nmpc,28,alpha_corridor_violation,False,0.0011919075565371973,0.0,4.5,0.0,10.5,,0.0,0.06542056074766354,-0.0321254907094884,0.0463524000374548,0.1199623352831415,0.5,0.9449242959553004,1.0516372919364707,972.8012383179068,0.0424866476936232,0.0711919075565371
moderate,residual_corrected_nmpc,29,alpha_corridor_violation,False,0.030624905233093275,0.0,48.0,0.0,52.5,,0.0,0.11838006230529595,-0.0248068557504373,0.0408695148936663,0.0796096043235423,0.0,1.0696294716783743,1.099715581772791,-420.93059440356905,0.0614998935026867,0.1006249052330932
moderate,residual_corrected_tightened_nmpc,0,alpha_corridor_violation,False,0.04384472797880931,0.0,62.0,0.0,51.0,,0.0,0.08411214953271028,-0.0352671435077904,0.0433178526619218,0.172460084735908,0.5,1.099675655036485,0.8873447595370492,-2288.5715472335214,0.0695995528113604,0.1138447279788093
moderate,residual_corrected_tightened_nmpc,1,alpha_corridor_violation,False,0.017997244889910724,0.0,33.5,0.0,54.5,,0.0,0.1308411214953271,-0.0421692325423806,0.0371619126363994,0.1904742556532842,0.0,1.067837814989062,1.1923204271077104,1888.1114567916943,0.0485697037913235,0.0879972448899107
moderate,residual_corrected_tightened_nmpc,2,success,True,0.0009527962724206196,0.0,6.5,0.0,66.5,,0.0,0.11838006230529595,-0.0398876750530311,0.0403012765601704,0.1378375551764042,0.5,1.0552500109466625,1.1364934679007512,2243.631407086245,0.0407370314251362,0.0709527962724206
moderate,residual_corrected_tightened_nmpc,3,alpha_corridor_violation,False,0.007468945452549697,0.0,11.5,0.0,8.0,,0.0,0.07476635514018691,-0.0222494917690856,0.047235919833306,0.2960345266189571,1.0,0.9427035401698732,0.8972365808628847,2252.732574594433,0.0353464171396379,0.0774689454525496
moderate,residual_corrected_tightened_nmpc,4,alpha_corridor_violation,False,0.03182293461603081,0.0,52.5,0.0,54.5,,0.0,0.16510903426791276,-0.0219644641608621,0.0450756317659888,0.0651918225501528,0.0,1.0263241475999092,0.8467775120989001,-1953.0550355784217,0.0628185679386217,0.1018229346160308
moderate,residual_corrected_tightened_nmpc,5,alpha_corridor_violation,False,0.015844034915221183,0.0,16.0,0.0,7.0,,0.0,0.059190031152647975,-0.0404126147657097,0.0501308580413082,0.3021514856561525,1.0,0.9472851438103828,0.8218883549768894,339.20421081160555,0.0409558017757778,0.0858440349152211
moderate,residual_corrected_tightened_nmpc,6,alpha_corridor_violation,False,0.01554521328447031,0.0,16.0,0.0,6.5,,0.0,0.16510903426791276,-0.0294364072253767,0.0499125170717424,0.1518134776062082,1.0,0.9623122848632925,1.068457241400226,365.6368989117598,0.0418767681173177,0.0855452132844702
moderate,residual_corrected_tightened_nmpc,7,alpha_corridor_violation,False,0.02548190109092971,0.0,19.0,0.0,6.0,,0.0,0.14018691588785046,-0.0429276034714389,0.053090159356097,0.2426327443777292,0.5,1.0327960500573494,1.112278953735189,-1423.905416998581,0.0488102596278969,0.0954819010909296
moderate,residual_corrected_tightened_nmpc,8,alpha_corridor_violation,False,0.021519408277645702,0.0,42.5,0.0,58.0,,0.0,0.12149532710280374,-0.020315401459835,0.0464437794640417,0.0701326880096414,0.5,1.0180238115686702,0.8786749505372946,-1592.455564172357,0.0573875179215125,0.0915194082776456
moderate,residual_corrected_tightened_nmpc,9,success,True,0.0,0.0,0.0,0.0,,,0.0,0.102803738317757,-0.0489856186299077,0.0449125040695883,0.3004460999595137,1.0,1.1330480358221209,0.8262843749716177,968.9782197362364,0.0420681093004538,0.0668142298616343
moderate,residual_corrected_tightened_nmpc,10,success,True,0.0,0.0,0.0,0.0,,,0.0,0.07165109034267912,-0.0496804409364293,0.0428529324127356,0.3296031176380246,0.5,0.8642174456390412,0.9499434253485176,2221.850917262168,0.0356469384313359,0.0601880947115813
moderate,residual_corrected_tightened_nmpc,11,alpha_corridor_violation,False,0.023278037791425482,0.0,18.5,0.0,5.5,,0.0,0.11526479750778816,-0.0227363206993697,0.0523855438709118,0.165381683907133,1.0,1.1271201633807792,0.8291739104917131,-1809.8046884581563,0.0514192386373454,0.0932780377914254
moderate,residual_corrected_tightened_nmpc,12,alpha_corridor_violation,False,0.005214118117780581,0.0,17.5,0.0,62.5,,0.0,0.0778816199376947,-0.022633174516965,0.0410181437897416,0.2093129332072963,1.0,0.9742994499706756,1.005594014324681,1586.2498674008762,0.0425545045759878,0.0752141181177805
moderate,residual_corrected_tightened_nmpc,13,alpha_corridor_violation,False,0.003739349117539592,0.0,14.5,0.0,63.0,,0.0,0.09345794392523364,-0.0446683027181879,0.0398235857239449,0.341536155764482,1.0,0.99531001745397,1.0694089087940948,2230.4093558581844,0.04169828371634,0.0737393491175396
moderate,residual_corrected_tightened_nmpc,14,alpha_corridor_violation,False,0.02871520752120088,0.0,23.5,0.0,5.5,,0.0,0.06542056074766354,-0.0296457887909085,0.0522762716747262,0.1668046940258379,1.0,1.0241117125647023,1.1459846635147866,2310.546642572015,0.0410024880293564,0.0987152075212008
moderate,residual_corrected_tightened_nmpc,15,alpha_corridor_violation,False,0.0633617718340401,0.0,74.5,0.0,44.0,,0.0,0.09345794392523364,-0.0430049512073594,0.0368592338721738,0.2591213218274266,0.5,0.9642204535645428,0.9288757304983914,-1648.6330462802107,0.0812624012300202,0.1333617718340401
moderate,residual_corrected_tightened_nmpc,16,alpha_corridor_violation,False,0.024332691089260478,0.0,19.0,0.0,6.0,,0.0,0.14953271028037382,-0.0488351885534954,0.05271283543694,0.0714603504227117,0.0,0.9260241032311908,1.104394623500175,-930.9857138338969,0.046593127245072,0.0943326910892605
moderate,residual_corrected_tightened_nmpc,17,alpha_corridor_violation,False,0.0373507630482286,0.0,26.0,0.0,4.5,,0.0,0.056074766355140186,-0.0213922850769145,0.0547014315160136,0.2504541557655864,0.5,1.10135102034214,0.8925793022278865,917.2819730219906,0.0447524223632429,0.1073507630482286
moderate,residual_corrected_tightened_nmpc,18,alpha_corridor_violation,False,0.0399937547583655,0.0,55.5,0.0,49.0,,0.0,0.09657320872274143,-0.0283028500466815,0.0381341179489997,0.0769619370332078,0.5,0.9977908567864578,0.9074271124815184,-235.45704685535296,0.0640343085937927,0.1099937547583655
moderate,residual_corrected_tightened_nmpc,19,alpha_corridor_violation,False,0.0029721882089673857,0.0,6.5,0.0,9.5,,0.0,0.14018691588785046,-0.0266581670407395,0.0468399196908176,0.1976933314178574,0.5,1.118313480531672,1.0705616557853193,583.4377275653063,0.0430245291411316,0.0729721882089673
moderate,residual_corrected_tightened_nmpc,20,alpha_corridor_violation,False,0.036716125074673506,0.0,55.0,0.0,53.0,,0.0,0.12149532710280374,-0.0496219404879658,0.044816418467568,0.3266075408103212,0.5,0.9139875044578591,1.0657001810096507,-2386.670113149052,0.0646124492230825,0.1067161250746735
moderate,residual_corrected_tightened_nmpc,21,alpha_corridor_violation,False,0.03856554001220741,0.0,55.0,0.0,50.5,,0.0,0.1557632398753894,-0.0395062865374655,0.0403368001117125,0.0273398976032734,0.0,1.0918994527472483,1.0729598965872842,-875.2161367207173,0.063970190414987,0.1085655400122073
moderate,residual_corrected_tightened_nmpc,22,alpha_corridor_violation,False,0.020190129731405687,0.0,28.0,0.0,6.0,,0.0,0.1059190031152648,-0.0262603129920749,0.0517234292913672,0.1115415692187238,0.5,1.085779692562748,0.8975552787813753,-1846.2608359159617,0.0514993499495403,0.0901901297314056
moderate,residual_corrected_tightened_nmpc,23,alpha_corridor_violation,False,0.03216154225563558,0.0,24.0,0.0,5.0,,0.0,0.11526479750778816,-0.0298040714358735,0.0535547743125118,0.130317177707805,0.5,0.9756589263490966,1.007246608108957,1069.821977190234,0.043616921314783,0.1021615422556355
moderate,residual_corrected_tightened_nmpc,24,alpha_corridor_violation,False,0.022281339805664907,0.0,41.0,0.0,57.5,,0.0,0.11526479750778816,-0.031360551256634,0.0467851374026619,0.030615126601149,1.0,1.1258807162130564,1.1692325416008753,-1944.0632265947372,0.0565912288466836,0.0922813398056649
moderate,residual_corrected_tightened_nmpc,25,alpha_corridor_violation,False,0.0299188915427559,0.0,22.5,0.0,5.5,,0.0,0.1308411214953271,-0.0453598963646431,0.0534098969190118,0.2049997751105231,0.5,1.070947399403036,0.8146534837506187,544.330522248232,0.0427948301081607,0.0999188915427559
moderate,residual_corrected_tightened_nmpc,26,alpha_corridor_violation,False,0.03433475402060818,0.0,23.5,0.0,5.5,,0.0,0.12149532710280374,-0.0486482167737601,0.0548698148202449,0.1555908708978215,0.5,0.9802339873316896,1.1648149276757236,-455.64376166496834,0.046193993001418,0.1043347540206082
moderate,residual_corrected_tightened_nmpc,27,alpha_corridor_violation,False,0.003984532372640681,0.0,8.5,0.0,9.5,,0.0,0.09034267912772585,-0.0456558464637668,0.0469130433954523,0.1430061431699841,1.0,1.1492916257155794,0.8870745597343758,1813.3132180288903,0.0378151750245531,0.0739845323726406
moderate,residual_corrected_tightened_nmpc,28,alpha_corridor_violation,False,0.0011919075547109914,0.0,4.5,0.0,10.5,,0.0,0.09657320872274143,-0.0321254907094884,0.0463524000374548,0.1199623352831415,0.5,0.9449242959553004,1.0516372919364707,972.8012383179068,0.0395908295006125,0.0711919075547109
moderate,residual_corrected_tightened_nmpc,29,alpha_corridor_violation,False,0.030615896987682384,0.0,48.0,0.0,52.5,,0.0,0.14018691588785046,-0.0248068557504373,0.0408695148936663,0.0796096043235423,0.0,1.0696294716783743,1.099715581772791,-420.93059440356905,0.0590473881196617,0.1006158969876823
stress,nominal_nmpc,0,alpha_corridor_violation,False,0.0648615447227548,0.0,32.5,0.0,3.0,,0.0,0.09034267912772585,-0.0044714794299471,0.0620108392561889,0.2561823986804392,1.5,0.8378955015168319,0.7897704751772718,-2194.157915767558,0.0576933614241164,0.1348615447227547
stress,nominal_nmpc,1,alpha_corridor_violation,False,0.0125900223873808,0.0,29.0,0.0,59.5,,0.0,0.08722741433021806,-0.0607766381344399,0.0436917841256949,0.6573352173100183,1.0,0.9303608946512464,1.229387572067434,-68.50071747811049,0.0517067676774508,0.0825900223873808
stress,nominal_nmpc,2,unstable_response,False,0.011407241893433062,0.0,47.0,0.0,8.5,,0.0,0.009345794392523364,-0.0416061959979135,0.0466929678154616,0.2586107576985939,1.0,0.8866800433930975,0.7499245797839396,6107.333239994104,0.053873141269805,0.0814072418934331
